space_id,old_id,space_type,space_name,language,lat,long,wikidata_id,note,created,created_by,last_modified,last_modified_by
SP0485,PL0643,PL,Zhejiang,en,29.159849,120.326447,,,2021-03-08,MG,2022-04-06,DP
SP0486,PL0644,PL,Shantou,en,23.360821,116.67749,,,2021-03-09,MG,2022-04-06,DP
SP0487,PL0645,PL,Haiphong,en,20.844912,106.688087,,,2021-03-09,MG,2022-04-06,DP
SP0488,PL0646,PL,Guangxi,en,23.64407,108.26651,,,2021-03-10,MG,2022-04-06,DP
SP0489,PL0647,PL,Nanyang,en,32.990665,112.528305,,,2021-03-10,MG,2022-04-06,DP
SP0490,PL0648,PL,Motihari,en,26.65617,84.918182,,,2021-03-12,MG,2022-04-06,DP
SP0491,PL0649,PL,Bunhill,en,51.52709,-0.09683,,,2021-03-15,MG,2022-04-06,DP
SP0492,PL0650,PL,Tibet,en,30.15336,88.787865,,,2021-03-18,MG,2022-04-06,DP
SP0493,PL0651,PL,Ljubljana,en,46.056946,14.505752,,,2021-03-18,MG,2022-04-06,DP
SP0494,PL0652,PL,Souk Ahras,en,36.28553,7.96276,,,2021-03-18,MG,2022-04-06,DP
SP0495,PL0653,PL,Woolsthorpe-by-Colsterworth,en,52.809551,-0.6356,,,2021-03-23,MG,2022-04-06,DP
SP0496,PL0654,PL,Xuzhou,en,34.26091,117.191078,,,2021-04-05,MG,2022-04-06,DP
SP0497,PL0655,PL,Jilin,en,43.851921,126.548103,,,2021-04-05,MG,2022-04-06,DP
SP0498,PL0656,PL,Anqing,en,30.49996,117.050003,,,2021-04-06,MG,2022-04-06,DP
SP0499,PL0657,PL,Illinois,en,40.633125,-89.398529,,,2021-04-06,MG,2022-04-06,DP
SP0500,PL0658,PL,Minehead,en,51.20554,-3.47895,,,2021-05-05,MG,2022-04-06,DP
SP0501,PL0659,PL,Glendale,en,33.538559,-112.183701,,,2021-06-07,MG,2022-04-06,DP
SP0502,PL0660,PL,Cambridge,en,52.205338,0.121817,,,2021-06-12,MG,2022-04-06,DP
SP0503,PL0661,PL,Funchal,en,32.666931,-16.924055,,,2021-06-14,MG,2022-04-06,DP
SP0504,PL0662,PL,Bazentin,en,50.03079,2.76241,,,2021-06-14,MG,2022-04-06,DP
SP0505,PL0663,PL,Venice,en,45.440845,12.315515,,,2021-06-14,MG,2022-04-06,DP
SP0506,PL0664,PL,Bayman,en,34.68499,67.29818,,,2021-06-15,MG,2022-04-06,DP
SP0507,PL0665,PL,Wugong,en,25.0658,121.45487,,,2021-06-16,MG,2022-04-06,DP
SP0508,PL0666,PL,Lijiang,en,26.799999,100.266579,,,2021-06-21,MG,2022-04-06,DP
SP0509,PL0667,PL,Langar,en,52.903069,-0.92482,,,2021-06-22,MG,2022-04-06,DP
SP0510,PL0668,PL,Columbia,en,34.00071,-81.034813,,,2021-06-22,MG,2022-04-06,DP
SP0511,PL0669,PL,Petrovichi,en,55.35521,27.44131,,,2021-06-23,MG,2022-04-06,DP
SP0512,PL0670,PL,Verkhnie Aremzyani,en,58.30922,68.59033,,,2021-06-23,MG,2022-04-06,DP
SP0513,PL0671,PL,Tengzhou,en,22.686359,109.265228,,,2021-06-23,MG,2022-04-06,DP
SP0514,PL0672,PL,Landshut,en,48.544193,12.146853,,,2021-06-23,MG,2022-04-06,DP
SP0515,PL0673,PL,Meßkirch,en,47.99321,9.11422,,,2021-06-23,MG,2022-04-06,DP
SP0516,PL0674,PL,Yongle,en,34.53045,108.93168,,,2021-06-23,MG,2022-04-06,DP
SP0517,PL0675,PL,'s-Hertogenbosch,en,51.697815,5.303675,,,2021-07-02,MG,2022-04-06,DP
SP0518,PL0676,PL,Knoxville,en,35.960636,-83.920738,,,2021-07-09,MG,2022-04-06,DP
SP0519,PL0677,PL,Yixing,en,24.06039,120.534286,,,2021-07-09,MG,2022-04-06,DP
SP0520,PL0678,PL,Circle,en,47.416359,-105.58844,,,2021-07-09,MG,2022-04-06,DP
SP0521,PL0679,PL,Oxford,en,51.752022,-1.257726,,,2021-07-09,MG,2022-04-06,DP
SP0522,PL0680,PL,Siracusa,en,37.06617,15.28426,,,2021-07-10,MG,2022-04-06,DP
SP0523,PL0681,PL,Bordeaux,en,44.837788,-0.57918,,,2021-07-10,MG,2022-04-06,DP
SP0524,PL0682,PL,Basel,en,47.559601,7.588576,,,2021-07-10,MG,2022-04-06,DP
SP0525,PL0683,PL,Rotterdam,en,51.924419,4.477733,,,2021-07-10,MG,2022-04-06,DP
SP0526,PL0684,PL,Kyrgyztan,en,42.869961,74.569962,,,2021-07-11,MG,2022-04-06,DP
SP0527,PL0685,PL,Yongji,en,39.480068,125.515129,,,2021-07-11,MG,2022-04-06,DP
SP0528,PL0686,PL,Xiangyang,en,32.017342,112.149147,,,2021-07-11,MG,2022-04-06,DP
SP0529,PL0687,PL,Brody,en,51.024052,21.20491,,,2021-07-11,MG,2022-04-06,DP
SP0530,PL0688,PL,Kirkcaldy,en,56.112831,-3.16073,,,2021-07-14,MG,2022-04-06,DP
SP0531,PL0689,PL,Toruń,en,53.015331,18.6057,,,2021-07-14,MG,2022-04-06,DP
SP0532,PL0690,PL,Pisa,en,43.722839,10.401689,,,2021-07-14,MG,2022-04-06,DP
SP0533,PL0691,PL,Newington Butts,en,51.49147,-0.10281,,,2021-07-14,MG,2022-04-06,DP
SP0534,PL0692,PL,Hynčice,en,50.62399,16.28736,,,2021-07-19,MG,2022-04-06,DP
SP0535,PL0693,PL,Mainz,en,49.992863,8.247253,,,2021-07-20,MG,2022-04-06,DP
SP0536,PL0694,PL,Kesswill,en,47.59373,9.31599,,,2021-07-20,MG,2022-04-06,DP
SP0537,PL0695,PL,Takaoka,en,36.754139,137.016693,,,2021-07-20,MG,2022-04-06,DP
SP0538,PL0696,PL,Himi,en,36.855652,136.984283,,,2021-07-20,MG,2022-04-06,DP
SP0539,PL0697,PL,Kirriemuir,en,56.674011,-3.00497,,,2021-07-21,MG,2022-04-06,DP
SP0540,PL0698,PL,Mountain View,en,37.386051,-122.083855,,,2021-07-21,MG,2022-04-06,DP
SP0541,PL0699,PL,South Yarra,en,-37.84,144.988998,,,2021-07-25,MG,2022-04-06,DP
SP1000,,PL,Jefferson,en,36.42,-81.468889,,,2021-06-07,DP,2021-06-07,DP
SP1001,,PL,Melksham,en,51.371,-2.138,,,2021-06-07,DP,2021-06-07,DP
